Rank,Name,Symbol,Price (USD),1h %,24h %,7d %,Market Cap,Volume (24h)
27,Shiba Inu,SHIB,5.841428453789494e-06,-0.02571128,-3.3541084,0.83781269,3442025022.8101044,165929417.26087466
28,Toncoin,TON,1.3202459142448126,0.39194249,-2.0071751,1.95975042,3239101133.0111217,82871457.62481518
29,Cronos,CRO,0.07585565413708266,0.16001817,-1.22366351,-3.07121832,3117314456.676403,7781056.50941999
30,Tether Gold,XAUt,5133.308165783672,0.02131831,-1.08982222,0.36607207,2898002152.3847575,723204714.8655907
31,World Liberty Financial,WLFI,0.10209888560830999,0.47268646,-1.36828786,-5.66014734,2824225043.6614776,72298960.41629195
32,PAX Gold,PAXG,5173.809320585399,0.02829827,-1.07550953,0.30808462,2586704408.0029464,296264308.41177934
33,Polkadot,DOT,1.5235418575220958,0.24602536,-0.64945163,-1.63530702,2549738224.0177894,139591998.17892382
34,Uniswap,UNI,3.906679059410541,0.14588296,-0.37830124,-2.39828261,2475402970.921565,207001394.35790887
35,Mantle,MNT,0.6987669086386201,-0.17018005,-0.85444527,-1.49845305,2290518834.377819,36821919.00738458
36,Pi,PI,0.2333588792731675,-0.63380923,4.57342759,27.09509992,2254774013.639501,41734628.90749819
37,Bittensor,TAO,199.11788327597915,0.25213723,-3.77785401,3.86187024,2141522543.12187,147565499.42188928
38,OKB,OKB,95.36527216577778,0.14004438,-2.00219624,21.38601109,2002670715.4813335,57402077.61515472
39,MemeCore,M,1.423986616650079,-1.84646775,-1.95509901,4.03613371,1819247536.5777895,10089948.90213366
40,Sky,SKY,0.07700772515736766,0.48128124,-3.97416296,0.77967621,1775175818.6646512,26581234.4689661
41,Aster,ASTER,0.7039471466812509,0.60028746,-0.3707458,-3.49259474,1743458044.7992818,81945980.31424022
42,Global Dollar,USDG,1.0003669099308914,0.01728488,0.02122221,0.03310665,1723075189.0896504,74150083.94633599
43,Aave,AAVE,111.91830858833985,0.63269833,-1.82243365,-5.01703255,1720669902.3510504,320267229.8063318
44,NEAR Protocol,NEAR,1.2974068208515237,0.12267884,-1.00788497,-3.62343286,1673526237.5591805,206389767.81836456
45,Ripple USD,RLUSD,1.0000723875556692,-0.00784,0.00381664,-0.00194549,1545689594.7201056,144999534.58363146
46,Bitget Token,BGB,2.1703145559312595,-0.16591913,-0.28032743,-0.78107046,1519127607.4191031,95726169.2259678
47,Internet Computer,ICP,2.633183657358703,-2.83278032,4.49265807,3.77200471,1446811660.4212575,396953920.82471716
48,Pepe,PEPE,3.349208876153717e-06,0.42304651,-4.61534025,-9.33875683,1385810530.0258226,329057085.5621014
49,Ethereum Classic,ETC,8.302957723673208,0.16733124,-2.2460704,-5.79332222,1294082551.929962,64677693.81465077
50,Ondo,ONDO,0.2573499807320895,0.3333228,-2.56492453,-6.42098386,1253122148.1836228,40550463.53308816
51,USDD,USDD,1.0001819348870256,-0.00277083,0.03015726,-0.02022335,1098152371.8851514,2299677.85736501
52,KuCoin Token,KCS,8.063778202287727,0.70460598,-1.52321986,-0.56863874,1065668783.5941272,2077177.01866398
53,Worldcoin,WLD,0.3569405653012459,0.11433621,-3.56799182,-16.64639928,1039770581.9809109,147724807.01835033
54,Polygon (prev. MATIC),POL,0.09761049838187605,0.59141787,-0.88502423,-6.56761751,1035252459.6316105,54483050.00224192
55,United Stables,U,0.9997783692099627,-0.02639896,-0.02245538,-0.06927838,1009676168.1151491,55930214.79514281
56,Cosmos,ATOM,1.8335606807827989,0.32481733,0.30830824,-2.8492118,911680052.9949136,46105633.55064734
57,Ethena,ENA,0.104990310962697,0.35739439,-1.30021479,-11.27235723,891597406.3785285,91130791.04515652
58,Kaspa,KAS,0.03053055270587876,-0.01872068,-0.03474536,-5.71008403,832650168.0303521,10685322.43884561
59,GateToken,GT,7.038550998441887,0.41983654,-0.57110976,-1.8472009,810704337.4341483,1963750.01549324
60,Render,RENDER,1.5278293692844294,0.66934455,-1.38833404,6.7516279,792551189.295681,67625597.11541498
61,Morpho,MORPHO,1.946147401009731,-0.84682248,-2.48751669,0.91814838,783492669.246811,20074943.38452865
62,Midnight,NIGHT,0.04651706465687249,-3.13077147,-16.27353804,-25.72362201,772527471.7188225,75467807.87746964
63,Algorand,ALGO,0.0862736274269911,-0.18107012,-2.30817884,-4.1127538,766820492.9146335,34850038.63205914
64,Flare,FLR,0.008954177391140319,0.04448878,-3.21897215,-5.56793897,762326974.6828523,4143687.25337794
65,Quant,QNT,62.45259754438776,-0.08262185,-2.26552212,-5.42602123,753973847.5728368,9231822.09650483
66,Aptos,APT,0.943567241257161,0.32039627,-5.00493238,-6.38603954,737384648.1578715,54364930.858823
67,OFFICIAL TRUMP,TRUMP,2.9340753918990514,-0.11129367,-1.17362192,-14.77330726,682166580.1914704,102349707.51993093
68,Pump.fun,PUMP,0.002039653332742172,-0.7485845,-2.68583971,-1.46161084,677362000.4627517,120644467.7760301
69,Filecoin,FIL,0.8823641773562668,0.38655708,-5.9767806,-13.69479179,671669175.5057245,236801641.35014313
70,LayerZero,ZRO,2.1237368326212547,0.69853949,0.2479465,9.90767094,646452617.6488653,66988274.71927637
71,XDC Network,XDC,0.03218550854905552,-0.09203374,-1.62287834,-10.0954037,641685445.0920231,14161205.57700009
72,VeChain,VET,0.007115848992059273,0.25200984,-2.09669478,-5.2842513,611856568.5915306,22253020.66477316
73,Stable,STABLE,0.02920145397801585,0.9663914,1.85730603,-1.55129086,606687785.53128,23513895.14678199
74,Arbitrum,ARB,0.10145318879641409,0.79087616,0.25476298,-2.73009524,602538092.9900291,77965562.24194048
75,Nexo,NEXO,0.9076978475928484,0.31736882,-1.20267441,0.77321931,586505187.8130152,6269724.62038827
76,Jupiter,JUP,0.16597334355233248,0.29631717,-5.38482297,-13.5322934,580469116.5510322,30638056.64790348
77,Bonk,BONK,5.996536895387047e-06,0.39356526,-3.14299694,-5.31669346,527663817.499387,46961988.87201691
78,Decred,DCR,28.60548028880063,0.46225805,-4.66111629,-9.70344809,495343675.27329016,3158483.56995269
79,TrueUSD,TUSD,0.999960257533251,-0.01164004,-0.01204859,-0.01201202,494495429.750757,12693961.23593823
80,Kite,KITE,0.26551841658521547,0.05351305,-8.17869635,16.25743274,477933149.85338783,104066755.74982706
81,JUST,JST,0.05278197283957534,0.38224947,5.04392496,10.76311633,465278795.80080765,30476794.03840972
82,Stacks,STX,0.2562813552471383,0.4301962,-3.5091862,-6.14655647,465049630.63676035,12556321.23483925
83,Virtuals Protocol,VIRTUAL,0.6995735234714254,0.30262608,-3.5745002,-8.13504655,459131481.8473704,77928136.26577912
84,PancakeSwap,CAKE,1.3802377015279812,0.36296409,-1.17042511,-2.54990776,455475861.253154,29170125.4581796
85,Pudgy Penguins,PENGU,0.007161356083978005,0.41971854,-1.69068286,-2.49683151,450165679.98067516,98333820.225319
86,EURC,EURC,1.1576426990156663,0.02377906,-0.609045,-0.48008128,450094161.69746375,53203358.9470182
87,ether.fi,ETHFI,0.5727853846594533,-1.0065724,-2.06723503,4.32934967,426189022.8278722,32387660.34773169
88,Sei,SEI,0.06306548335267693,1.42500838,-5.15945196,-10.70713031,424640921.22033614,56836621.66139533
89,Dash,DASH,32.245879761290944,-0.00588969,-2.323582,-9.34838601,406988946.8521341,56354624.90415227
90,Chiliz,CHZ,0.03844147139558719,0.14614418,-2.22770817,2.15692676,396841358.16324264,48159509.60577078
91,Tezos,XTZ,0.3627170146373507,-0.6030447,-1.70129785,-6.25148645,391054623.09276265,14074515.62318889
92,First Digital USD,FDUSD,1.0004182033762,-0.00878626,-0.02611489,-0.15736589,374576550.378412,349475453.9093835
93,Artificial Superintelligence Alliance,FET,0.158984765536372,-0.13108293,2.66338295,1.97227671,359353028.48787665,162855181.4364577
94,DeXe,DEXE,4.262744542750822,-1.60329551,-7.88827169,18.60276109,356935294.504759,16676653.78030482
95,Curve DAO Token,CRV,0.23890487525772333,-0.65219524,-4.72579828,-9.19065268,351922057.9021443,54629677.26895287
96,pippin,PIPPIN,0.34488852377000384,-0.58552593,-0.22336363,10.48301276,344887231.47270525,39590934.13034454
97,Kaia,KAIA,0.05465182551372547,-0.38828239,-1.97554405,0.01277836,342375182.3922837,11269958.46776962
98,Humanity Protocol,H,0.13602963331108603,-2.12714951,5.58740317,8.68260718,342260273.87137026,45223461.11273292
99,Gnosis,GNO,128.23439302961836,0.70194284,0.51036612,-6.65211619,338448308.60996366,1706131.11566213
100,AINFT,NFT,3.360837030815134e-07,0.15426427,0.28390646,0.57259141,332758354.1314022,16335706.35834138
101,BitTorrent [New],BTT,3.295993217412847e-07,0.86344604,-0.01486443,-3.03354559,325327017.706038,8210833.18349635
102,Immutable,IMX,0.16262587560091343,0.23769844,0.89388612,0.68696269,323458399.10890937,28488260.70150324
103,Aerodrome Finance,AERO,0.341329381304361,0.96568112,-1.06173299,-9.55296804,314600942.5295796,19689825.77298578
104,Sun [New],SUN,0.015983113739589536,-0.00676735,1.19195393,0.00381575,307175980.67944294,14487773.07415466
105,Bitcoin SV,BSV,15.268668097508579,0.11499975,-1.21873503,-0.96964465,305368829.06433016,43273349.79696905
106,Injective,INJ,2.9893345785595367,0.43929817,-0.76730632,-4.27094327,298846574.07205504,52139648.23956273
107,Celestia,TIA,0.33486472873212886,0.10713668,-0.81744523,-1.66123929,298107607.33732265,26788067.8401813
108,River,RIVER,15.080562219169588,0.2709242,4.06623659,-11.37881892,295579019.4957239,44494597.01141468
109,SPX6900,SPX,0.30331136772301365,1.07368858,-4.91199558,-19.81213784,282380787.48980653,8241343.53560724
110,FLOKI,FLOKI,2.9598817675713993e-05,0.62456642,-3.21615249,-0.79226751,282337546.1355705,32513068.84041917
111,JasmyCoin,JASMY,0.005705005879596309,0.83971647,-3.22842295,-2.20421173,282084013.87489,13103054.39052156
112,The Graph,GRT,0.02570273833568196,0.09491,-0.3853735,-4.61017618,276034622.22846735,23391182.7459221
113,Story,IP,0.7777765084501359,0.16710114,-2.18402886,-12.31256612,273362468.8737231,48780092.83198497
114,IOTA,IOTA,0.06330711014859255,-0.39450576,-3.43095247,-7.5686583,272688877.4772919,14053056.48478972
115,DoubleZero,2Z,0.07765113482956808,-0.20135952,1.14634079,2.63935835,269559508.34222215,9237909.29967942
116,Conflux,CFX,0.051460787143742436,-0.25711118,0.30765591,-0.23806907,267124319.59930328,13788962.53999322
117,Pyth Network,PYTH,0.04643291691636523,0.29670627,-2.65926759,-10.20857179,266988451.89498767,12100181.19950203
118,Venice Token,VVV,5.961952090650801,3.64288655,9.3530677,-4.19354447,266011900.51918945,13858670.86777457
119,Maple Finance,SYRUP,0.22732987472913987,-0.36074501,-2.01184385,-7.84069949,263579803.52745676,7358362.40462485
120,Lighter,LIT,1.0237241482094375,-0.37132204,-0.35722444,-19.82590031,255931037.05235937,34378612.52076725
121,Optimism,OP,0.12048252710901063,0.15545709,-1.39426562,-7.24320722,255163600.03622615,65648327.54802973
122,Lido DAO,LDO,0.299021087190952,0.6017079,2.00007402,-7.22706072,253947981.721051,47057400.40606526
123,Telcoin,TEL,0.002609036606573083,0.21212439,-3.28337981,-5.42087832,250661226.26391244,1002617.65803212
124,Lombard,BARD,1.090545075154481,-0.27469459,-8.74143524,1.87046781,245372641.9097582,27936855.25733847
125,The Sandbox,SAND,0.08266521260826161,0.18725288,-0.84817216,-5.48985027,242840610.56316108,29072061.60865345
126,Monad,MON,0.02143518023855232,0.32015251,-2.25470736,-6.71181091,232155507.18193206,27398383.51671508
127,Ethereum Name Service,ENS,6.028461466523687,0.19716413,-1.19172221,-5.33218765,230707394.71637195,19509661.61661419
128,Terra Classic,LUNC,4.136245597795906e-05,-0.41171491,-2.63432076,-7.72123778,226048357.38415685,9592287.06080369
129,Helium,HNT,1.1899833040225407,0.75107488,2.58623244,-6.35936963,221719400.7536451,8289545.18236729
130,Starknet,STRK,0.04011228626612049,-0.32344724,-0.75517082,-2.31947592,220148337.66371217,26600455.62593567
131,Convex Finance,CVX,2.2080210321707967,0.39864104,-5.33575749,11.70078047,219976698.8560833,17716905.78712616
132,AB,AB,0.0021726534665551774,0.05462101,-1.93817331,-9.84642405,214709570.21738565,4729755.99534612
133,Pendle,PENDLE,1.280527687860839,0.54648163,-1.62620292,-2.27528233,211937785.50076556,24815237.39205692
134,Trust Wallet Token,TWT,0.48563790093672515,-0.67493127,-1.65766038,-2.14061467,208756558.42357308,6951637.9631074
135,Zebec Network,ZBCN,0.002027032119517808,-0.24058325,-1.88849003,-6.98677408,200665095.91424817,4878254.6655806
136,Axie Infinity,AXS,1.1520403487313775,-0.1195794,0.88803755,-7.16429,195112595.9035099,44833167.34245672
137,Compound,COMP,18.691609410327555,-0.91486245,10.44142229,1.48868301,186198297.99718323,127082864.65821989
138,BUILDon,B,0.1852627789708561,0.57972898,-6.86072635,-13.06732129,185262778.9708561,5109266.52760215
139,Onyxcoin,XCN,0.0049269632113535635,1.2917868,3.28935395,2.24912371,184501050.1184375,13820569.47577959
140,Decentraland,MANA,0.09285163272261025,0.72403758,-0.66376263,-6.67291575,184394945.6920533,21451020.47483687
141,Theta Network,THETA,0.18392588813396854,0.3148603,-1.36087102,-7.9364917,183925888.13396853,9259646.74904425
142,Neo,NEO,2.592855943367115,0.29416867,1.91976821,-4.44096899,182897027.1965185,12473669.04559445
143,Vision,VSN,0.05126751269663151,0.06591352,-2.04061373,-4.18806689,181621224.41540504,13223138.01323951
144,Plasma,XPL,0.09816776316438043,-0.27716391,-1.22531947,-17.50145975,176701973.69588476,121312745.38914424
145,ZKsync,ZK,0.018867681389942586,-0.43898527,-3.66717743,-1.17750383,174430675.73868275,15861511.8858986
146,Walrus,WAL,0.07751938177064234,0.04953313,-0.55211989,-4.19436309,173837213.62066546,6941398.87258892
147,Fluid,FLUID,2.206936261147409,0.69346308,-0.83174189,-3.11729298,173316318.6372703,2291023.81454322
148,Falcon Finance,FF,0.0740209954932065,-0.17102703,-0.31418727,0.40685206,173209129.4541032,69372137.07092711
149,dogwifhat,WIF,0.16845185834567258,1.18146238,-1.7058416,-23.41983125,168256334.3844897,95308925.17527543
150,Sentient,SENT,0.022769937326869768,-0.15968097,-1.03033526,8.22816739,164806048.6364639,28584564.20452491
151,MX Token,MX,1.7937478335600345,0.07047117,-0.1791282,-2.39023517,164733018.90242928,4715756.52612559
152,Gala,GALA,0.0034176246596106154,-0.13550125,-1.49741982,-6.32020955,162088042.31650034,26088364.34180471
153,Raydium,RAY,0.5996294018959384,0.83510369,-2.41021823,-4.67958456,161120431.21336415,18452856.91061731
154,OriginTrail,TRAC,0.31181357769223406,0.3013336,-1.46560533,-5.39574974,155906258.63893315,6587263.13738414
155,Fartcoin,FARTCOIN,0.1547510515880633,0.74265979,-2.14438924,-12.96569352,154750781.70222932,31020542.61579914
156,DeepBook Protocol,DEEP,0.03087007548949338,0.44403664,-3.87364521,12.06491018,151848736.31503397,11797746.8324204
157,THORChain,RUNE,0.4308968917018979,0.63136517,-1.52041414,-2.96750331,151299894.41510445,48541916.76122901
158,Basic Attention Token,BAT,0.09796292422128575,-0.06344303,-0.23100953,-6.9368314,146525561.22495675,11908158.61439438
159,eCash,XEC,7.10686628158302e-06,0.52977164,0.21561107,-0.88048619,142134516.09254903,6761973.8003836
160,CoW Protocol,COW,0.24267477060225626,1.60080554,1.62641121,-0.40016029,136061051.70500398,3861490.5060603
161,1inch,1INCH,0.09562821001044136,-0.03747586,-0.27074773,-4.12425128,134294537.62673068,12408187.07207577
162,SafePal,SFP,0.2673007498707183,-0.33420526,1.59697434,-5.35248713,133650374.93535915,5046702.28168071
163,WEMIX,WEMIX,0.28847352614584326,-0.37710635,0.05067866,-0.22997117,133354918.94627427,1274135.03979882
164,Berachain,BERA,0.5774761130378385,0.5490852,3.48328014,4.4234853,132216136.07756664,34963987.84682059
165,Golem,GLM,0.12678130148649805,0.02562412,-0.64520578,-3.93752274,126781301.48649804,7038886.48402373
166,Stargate Finance,STG,0.19049668743674247,0.76322869,0.6973026,12.07773411,125909046.73227341,4387976.58921241
167,Vaulta,A,0.07613352221204346,-0.08527435,-2.03346423,-5.70090106,123940336.79634048,13411970.18503942
168,Akash Network,AKT,0.4270415724970125,-1.49875663,-2.20568992,26.34906391,123685483.33027725,20249049.04999684
169,MultiversX,EGLD,4.167808891520355,0.15062498,-1.4420145,-4.14500099,122894007.35385878,9646614.22016388
170,Seeker,SKR,0.023260521643557755,0.86269368,-6.09590921,2.81499504,122336861.1067484,11858560.74200153
171,Sonic,S,0.04219714150876736,0.28250812,-0.2061967,-1.47289395,121527767.54525,18182013.11463626
172,0G,0G,0.5648978958874686,0.43457919,-2.00907779,-10.13684306,120461085.78083156,14868471.54992981
173,EigenCloud,EIGEN,0.18741337153812404,-0.04624264,-1.54936327,-5.22445149,120399024.46908033,18816021.63608351
174,Jito,JTO,0.26622676993987243,-0.00339827,0.66414209,-4.77146845,118758371.80338879,10862311.9427771
175,Amp,AMP,0.0013917767798820547,0.27990118,-0.69863126,-3.69478378,117301952.85059732,3294321.07618144
176,Arweave,AR,1.7301358069856183,1.97749369,3.45904879,2.02698415,113587682.24350587,24965816.38186465
177,Livepeer,LPT,2.2670035750863686,-0.38939006,-2.18346368,-4.88845685,112645037.60846956,9924876.06111755
178,Official Melania Meme,MELANIA,0.10747247495842499,0.21344326,-0.74039394,-3.29603911,107472076.85516535,12128945.18188314
179,Synthetix,SNX,0.309770677948275,-0.85000645,-3.12103037,-10.63937797,106721027.51202103,13677679.34022572
180,Aethir,ATH,0.006023377732214335,0.94200543,-2.02821718,-6.42489971,105331713.03602496,11860308.73064824
181,Four,FORM,0.27129630747716843,0.26856452,-4.02327306,-20.6983333,103599176.26716468,9935479.56201618
182,Beam,BEAM,0.0020789623737865596,0.3481556,3.82399071,5.57947576,102837961.44684114,10265624.18443109
183,Reserve Rights,RSR,0.0016213817546804035,-0.23207262,-4.05544588,-0.30615531,101422575.16849433,8118498.43324316
184,Gas,GAS,1.5514100696241762,-0.15088803,-0.37170239,-6.37824115,100829756.76174751,7822781.51966429
185,AWE,AWE,0.05094498904927967,0.43207885,0.2848141,-1.24316647,98956580.04791264,10858886.33762575
186,Wormhole,W,0.017866134811088785,-0.9421157,-3.65865151,-7.18273768,98804078.05308366,15248915.09137602
187,YZY MONEY,YZY,0.32520055461440944,0.06903066,-0.39579809,-0.32639579,97559995.5069467,499836.05133513
188,Horizen,ZEN,5.427946373428026,0.25739308,-2.24784149,-6.79559702,97010921.24835177,9955602.05663713
189,Qtum,QTUM,0.8954597423969824,0.23251368,-0.58321914,-5.13204574,94901783.43207604,11988561.91788362
190,Theta Fuel,TFUEL,0.013025954209897748,0.14246349,-0.71711427,-6.61576073,94531638.66097958,2115748.05357033
191,Flow,FLOW,0.05643294090044771,-2.68499632,-23.85455318,62.20513263,92914462.2127011,99772351.08600034
192,Audiera,BEAT,0.4135817273500115,1.82571477,4.52971168,47.36802023,92752595.1113081,15352493.84763331
193,Cheems (cheems.pet),CHEEMS,4.85926790638202e-07,-0.57093277,-7.81977212,-12.83467341,91108860.50900723,2507627.77284694
194,Oasis,ROSE,0.01206590142492415,0.24832154,-1.22985257,-1.3080439,91092604.21388008,6091414.79348014
195,FTX Token,FTT,0.27647142219224846,0.38868397,-0.5463575,-7.85364554,90930097.10330454,1770808.43233648
196,Fabric Protocol,ROBO,0.04074989496473276,0.50728031,-9.48950524,-6.01798559,90913015.66631879,64187009.44654248
197,yearn.finance,YFI,2520.83535065343,0.09494624,-0.34223468,-9.11754384,90101068.43710752,29959457.16853183
198,0x Protocol,ZRX,0.10527080337274336,0.29689114,-3.77460734,-2.24756306,89311387.75487758,21291559.30507543
199,Toshi,TOSHI,0.00021012088376711166,0.54605554,-2.28943255,-3.4907337,88391604.42761064,9347306.33364814
200,Ravencoin,RVN,0.005456313837047878,0.0080604,-1.74686683,-5.65731352,87997396.66003269,4311961.74723589
201,Rain,RAIN,0.009052987403226324,0.7507683,0.77873469,-3.49919328,4327780509.01078,27094621.87200017
202,Falcon USD,USDf,0.9973468633080554,-0.01833416,-0.03182612,-0.02002398,1622559948.106794,1860768.46381178
203,Ondo US Dollar Yield,USDY,1.1172463067628837,-0.00176122,0.20940305,0.42014246,1306539987.7374053,66072.96429066
204,Jupiter Perps LP,JLP,3.772032872491353,0.68711249,-1.17470336,-3.41330767,1135275572.9615054,17430803.91890406
205,Beldex,BDX,0.08015248002316779,0.02011728,-0.09085637,0.46222622,609652121.1805353,11931854.13311923
206,GHO,GHO,1.000390690793576,-0.0048453,0.02805988,0.00946108,574224256.5155126,703029.79975094
207,Usual USD,USD0,0.9985255158677867,-0.00689344,-0.01797221,0.01591109,570519311.3432847,115055.99371572
208,USDai,USDAI,1.0002119139248349,0.01206645,0.00280957,0.04953636,501457369.28483105,431151.54434506
209,Fasttoken,FTN,1.0876195863988123,0.01133183,-0.15031218,-0.18835249,474486566.3307801,64087.77521561
210,siren,SIREN,0.5267632341364215,1.11324299,9.78128126,38.60537325,383596266.289827,22072751.02997082
211,Ducky,DUCKY,0.000709464239512297,0.65919618,-0.75842947,-3.42396392,294002594.23255557,770444.91471429
212,Peanut,PEANUT,0.0007092389953201074,0.72925811,-0.70471181,-3.39622501,290402829.9730458,1506772.46345062
213,Legacy Frax Dollar,FRAX,0.9925845256758716,0.05986474,-0.03683856,0.021254,273888993.7381159,689033.81188749
214,Ape and Pepe,APEPE,1.093183146782436e-06,-0.44185152,-0.62257031,4.96486091,229568460.82431155,21774360.45116611
215,Zeebu,ZBU,0.5139180105145151,-0.42162145,-14.22092513,20.07029932,212570876.9929546,67567.80870686
216,SwissBorg,BORG,0.19542458952840022,0.87267016,-2.65685016,-0.82892061,191956280.572921,233932.3148832
217,SuperTrust,SUT,0.9739051443534646,-0.64893966,-1.01915463,4.5047971,183487363.81019145,504572.24241184
218,Undeads Games,UDS,1.829602752585367,-0.09249821,-2.85002562,0.49868894,181621857.83761236,566698.1347285
219,WeFi,WFI,2.242198605062179,0.27384751,-0.98030397,6.02142782,180964197.1375281,3332116.02998398
220,Ultima,ULTIMA,4618.656219675535,0.3197887,0.10053748,-6.99495386,172779310.5218421,14896559.00005569
221,ADI,ADI,3.360434218175743,0.26621949,-0.20166996,8.39960722,171886210.1252719,699651.97602096
222,48 Club Token,KOGE,48.01002038271438,0.00985753,-0.00248201,0.00176776,162668915.98559234,51146139.88675801
223,Ribbita by Virtuals,TIBBIR,0.16253474492881814,1.70091185,-3.23850752,-15.96019773,162534744.92881814,7426024.71198053
224,GUSD,GUSD,0.9994389685077688,0.00358338,-0.01437106,-0.00038779,149356159.45380098,133639.20989948
225,AUSD,AUSD,1.0001386079183994,-0.0175479,0.00942682,0.02413746,143594619.75926942,37932529.57719045
226,Aster USDF,USDF,0.9992254464655647,0.0,0.0167162,0.05231053,134156880.04492947,0.0
227,Ailey,ALE,0.2687176335610239,0.08791916,-0.08692549,-0.24419213,124449854.0429492,150696.65108716
228,Everlyn AI,LYN,0.4832823791583674,3.37573378,39.4658273,59.11542704,123545616.31424284,21076232.41422008
229,Rollbit Coin,RLB,0.06779881690401657,0.64353306,-5.82385785,-14.68963221,117614953.79610716,618788.25864578
230,GoМining,GOMINING,0.2900915805357987,-1.18739604,-2.36571114,-4.35797413,117585595.97844669,10523729.17364967
231,Frax USD,FRXUSD,1.0001623701810662,0.01759435,0.00938828,0.03084457,116650794.02055839,2798670.75627125
232,Qubic,QUBIC,8.543824786047179e-07,-3.66827502,17.28234187,70.01018036,115784915.72525196,4119686.57249035
233,Comedian,BAN,0.11383812503777879,-0.09372084,6.02671947,5.39030752,113833783.13785173,5440196.64726263
234,SoSoValue,SOSO,0.34891493094357984,-0.05209798,-2.23004058,-10.14158913,108861998.57471001,2944797.34727931
235,Keeta,KTA,0.21524978271009984,-0.04407558,-2.58730808,-16.99158732,108375775.84534442,4444617.33548044
236,Loaded Lions,LION,0.003501318164799814,0.17977534,-2.22261738,-12.17694479,107998931.48515078,815280.10328341
237,BitMart Token,BMX,0.3297490370162815,0.00364162,4.25120619,3.7397113,106931550.5861834,9366988.90726965
238,ViciCoin,VCNT,17.38026615581249,-0.15479879,-0.29972305,2.61495911,105830383.32683447,404444.46963608
239,Light,LIGHT,0.1739583177771512,-0.10507247,-1.42542207,-7.96181223,103486073.23822643,0.0
240,SLT,SLT,12.163609319156304,0.55378466,-0.53382799,-3.35335012,103390679.21282858,151806.0751496
241,Circle Internet Group Tokenized Stock (Ondo),CRCLon,115.40067622791125,1.53196961,-4.68641435,12.285182,102810759.85588574,27408995.59079342
242,StandX DUSD,DUSD,0.9992759998340683,-0.01459211,-0.01484156,-0.00501573,100612681.11882168,2554205.26826166
243,MNEE,MNEE,0.999996966812361,-0.08695761,0.00683685,-0.23817843,100336265.53265652,137722.5822603
